time,mean,,,hor,ver,hormax,vermax
20220420_153543,0.016199374,0.058296975,2.98E-05,0.001617339,-0.000185379,0.046581946,0.057747904
20220420_153543,1.81E-05,0.000383536,0,-7.32E-06,-1.14E-05,3.25E-05,3.22E-05
20220420_153543,1.81E-05,0.000383536,0,-7.32E-06,-1.14E-05,3.25E-05,3.22E-05
20220420_153543,0.015635876,0.067031965,6.07E-05,0.001688263,-0.001632851,0.064333662,0.032789748
20220420_153543,1.83E-05,0.000389529,0,-7.59E-06,-1.14E-05,3.11E-05,2.89E-05
20220420_153543,1.83E-05,0.000389529,0,-7.59E-06,-1.14E-05,3.11E-05,2.89E-05
20220420_153543,0.017125438,0.098143511,4.74E-05,0.002112303,-5.12E-05,0.045197882,0.093847141
20220420_153543,1.80E-05,0.000415196,0,-7.40E-06,-1.11E-05,3.35E-05,2.98E-05
20220420_153543,0.016930588,0.114220545,6.19E-05,-0.002695626,0.001005701,0.06287621,0.055743478
20220420_153543,1.66E-05,0.000245757,0,-5.41E-06,-1.17E-05,3.50E-05,2.75E-05
20220420_153543,1.66E-05,0.000245757,0,-5.41E-06,-1.17E-05,3.50E-05,2.75E-05
20220420_153543,0.018523168,0.073291846,1.52E-05,0.009703239,-0.000818616,0.053031355,0.045435775
20220420_153544,1.81E-05,0.000383554,0,-7.22E-06,-1.16E-05,3.25E-05,2.91E-05
20220420_153544,0.031150544,0.117188886,3.10E-05,0.026553797,-0.000334643,0.116363376,0.050710652
20220420_153544,1.75E-05,0.000260393,0,-5.50E-06,-1.25E-05,3.70E-05,2.71E-05
20220420_153544,1.75E-05,0.000260393,0,-5.50E-06,-1.25E-05,3.70E-05,2.71E-05
20220420_153544,0.021482811,0.064731255,0.000127214,0.003067586,-0.007147979,0.050416678,0.050806336
20220420_153544,1.70E-05,0.000248829,0,-5.39E-06,-1.22E-05,3.53E-05,2.67E-05
20220420_153544,1.70E-05,0.000248829,0,-5.39E-06,-1.22E-05,3.53E-05,2.67E-05
20220420_153544,0.0223887,0.127205089,6.66E-05,-0.01209022,0.004610217,0.033244319,0.120351747
20220420_153544,1.84E-05,0.000394788,0,-7.83E-06,-1.15E-05,3.14E-05,2.77E-05
20220420_153544,0.01832294,0.087107889,3.48E-05,-0.005210301,0.00648071,0.034917131,0.045456782
20220420_153544,1.68E-05,0.00023902,0,-5.48E-06,-1.17E-05,3.52E-05,2.90E-05
20220420_153544,1.68E-05,0.00023902,0,-5.48E-06,-1.17E-05,3.52E-05,2.90E-05
20220420_153544,0.016631072,0.057051618,3.03E-05,0.007750294,0.000982918,0.048969284,0.048589319
20220420_153544,1.86E-05,0.000380811,0,-7.58E-06,-1.17E-05,3.27E-05,3.08E-05
20220420_153544,0.021890791,0.058097318,9.69E-05,0.01421004,-0.001769569,0.053984251,0.040914651
20220420_153544,1.67E-05,0.000242793,0,-5.17E-06,-1.18E-05,3.69E-05,2.79E-05
20220420_153544,0.017452497,0.054534175,3.75E-05,0.00012701,0.006528606,0.041696634,0.053797897
20220420_153544,1.64E-05,0.000235474,0,-4.97E-06,-1.19E-05,3.54E-05,2.38E-05
20220420_153544,1.64E-05,0.000235474,0,-4.97E-06,-1.19E-05,3.54E-05,2.38E-05
20220420_153545,0.01547338,0.051617909,2.32E-05,-0.001508173,0.00303615,0.032247487,0.046326626
20220420_153545,1.82E-05,0.000381567,0,-7.18E-06,-1.16E-05,3.34E-05,2.92E-05
20220420_153545,0.01682222,0.062422961,6.10E-05,-0.003488945,0.001596119,0.034823369,0.050480135
20220420_153545,1.81E-05,0.000380985,0,-7.72E-06,-1.10E-05,3.05E-05,3.07E-05
20220420_153545,0.017143344,0.066266425,4.85E-05,-0.002995584,-0.000447349,0.038273215,0.059054077
20220420_153545,1.82E-05,0.000392111,0,-7.48E-06,-1.15E-05,3.06E-05,2.74E-05
20220420_153545,0.018094719,0.058338344,6.62E-05,-0.003800362,-0.008950361,0.036156062,0.040418625
20220420_153545,1.84E-05,0.000391998,0,-7.78E-06,-1.12E-05,3.17E-05,3.25E-05
20220420_153545,1.84E-05,0.000391998,0,-7.78E-06,-1.12E-05,3.17E-05,3.25E-05
20220420_153545,0.024403239,0.066895187,0.000148651,-0.018943662,0.001273537,0.032396864,0.051124141
20220420_153545,1.85E-05,0.000414139,0,-7.98E-06,-1.14E-05,3.18E-05,2.97E-05
20220420_153545,1.85E-05,0.000414139,0,-7.98E-06,-1.14E-05,3.18E-05,2.97E-05
20220420_153545,0.016169729,0.048966285,3.91E-05,-0.004337971,0.002009969,0.029744318,0.047007214
20220420_153545,1.68E-05,0.000238035,0,-5.36E-06,-1.20E-05,3.72E-05,2.47E-05
20220420_153545,1.68E-05,0.000238035,0,-5.36E-06,-1.20E-05,3.72E-05,2.47E-05
20220420_153545,0.017132921,0.084370665,7.25E-05,-0.008079967,-0.00066655,0.03891319,0.041609466
20220420_153545,1.84E-05,0.000371507,0,-7.49E-06,-1.16E-05,3.17E-05,3.15E-05
20220420_153545,1.84E-05,0.000371507,0,-7.49E-06,-1.16E-05,3.17E-05,3.15E-05
20220420_153545,0.016926336,0.056393899,8.39E-05,0.001081086,-0.002630503,0.050193291,0.050241899
20220420_153546,1.64E-05,0.000244957,0,-3.11E-06,-1.16E-05,9.64E-05,2.66E-05
20220420_153546,0.019205979,0.068623886,7.47E-05,0.011855159,0.001468574,0.066103421,0.046898328
20220420_153546,1.93E-05,0.000399406,0,-8.06E-06,-1.20E-05,3.49E-05,3.32E-05
20220420_153546,0.016437127,0.068194605,2.49E-05,-0.002501475,-0.006665697,0.037511468,0.043351956
20220420_153546,1.81E-05,0.000395709,0,-7.61E-06,-1.11E-05,3.19E-05,3.10E-05
20220420_153546,1.81E-05,0.000395709,0,-7.61E-06,-1.11E-05,3.19E-05,3.10E-05
20220420_153546,0.016193585,0.055037983,2.20E-05,-0.003883328,0.00301137,0.045651753,0.036958445
20220420_153546,1.84E-05,0.000381796,0,-7.62E-06,-1.16E-05,3.27E-05,2.95E-05
20220420_153546,0.016595805,0.051212866,1.87E-05,-0.004442544,-0.002852666,0.043266125,0.044677444
20220420_153546,1.83E-05,0.000389489,0,-7.71E-06,-1.13E-05,3.03E-05,3.12E-05
20220420_153546,0.015787366,0.055771273,5.03E-05,-0.001288044,-0.002441232,0.035527702,0.046301045
20220420_153546,1.61E-05,0.000238011,0,-4.95E-06,-1.13E-05,3.54E-05,2.85E-05
20220420_153546,1.61E-05,0.000238011,0,-4.95E-06,-1.13E-05,3.54E-05,2.85E-05
20220420_153546,0.015202715,0.063376427,9.26E-05,0.001350538,-0.001516117,0.040538806,0.031248327
20220420_153546,1.78E-05,0.000373391,0,-7.25E-06,-1.09E-05,3.10E-05,3.41E-05
20220420_153546,0.016112432,0.05884945,9.25E-05,0.003336868,0.001473473,0.050716326,0.044994064
20220420_153546,1.86E-05,0.000395762,0,-7.68E-06,-1.17E-05,3.23E-05,3.09E-05
20220420_153547,0.020143622,0.105891623,5.99E-05,0.008734006,0.009362148,0.061111011,0.105627276
20220420_153547,1.79E-05,0.0003879,0,-7.41E-06,-1.10E-05,3.28E-05,3.18E-05
20220420_153547,0.015955572,0.098157428,5.22E-05,-0.002644442,-0.002631461,0.042138394,0.031087367
20220420_153547,1.78E-05,0.000373576,0,-7.36E-06,-1.10E-05,2.97E-05,3.06E-05
20220420_153547,0.017021972,0.053903338,4.14E-05,-0.007890216,0.001459264,0.053561475,0.047988769
20220420_153547,1.83E-05,0.000372986,0,-7.66E-06,-1.14E-05,3.15E-05,3.03E-05
20220420_153547,0.016068891,0.071207985,3.73E-05,0.001518133,-0.00123295,0.070528314,0.047363989
20220420_153547,1.74E-05,0.000290285,0,-5.38E-06,-1.26E-05,3.56E-05,2.79E-05
20220420_153547,0.017496167,0.064695887,9.82E-05,0.006792401,0.000361221,0.040210389,0.053325742
20220420_153547,1.81E-05,0.000388654,0,-7.30E-06,-1.14E-05,3.21E-05,2.99E-05
20220420_153547,0.017067019,0.052523535,4.25E-05,0.005900399,-0.002919238,0.051544163,0.040585298
20220420_153547,1.80E-05,0.000412556,0,-7.48E-06,-1.10E-05,3.13E-05,3.15E-05
20220420_153547,0.017576274,0.071413279,8.87E-05,0.006952727,-0.001798411,0.054948959,0.041995816
20220420_153547,1.84E-05,0.000403443,0,-7.99E-06,-1.10E-05,3.06E-05,3.19E-05
20220420_153547,0.015953042,0.074501559,2.74E-05,-0.002119433,0.002347956,0.047429081,0.072405256
20220420_153547,1.62E-05,0.000243607,0,-3.08E-06,-1.16E-05,9.37E-05,2.52E-05
20220420_153548,0.015482909,0.051261824,9.17E-05,-0.002369688,-0.000478693,0.042471968,0.046595238
