time,mean,max,,hor,ver,hormax,vermax
20220423_104020,0.021407685,0.096947029,0.000120388,0.001149923,0.000770991,0.07694374,0.055982232
20220423_104020,0.020640144,0.073913597,2.68E-05,0.000521961,-0.00139084,0.054256722,0.059644144
20220423_104020,0.020640144,0.073913597,2.68E-05,0.000521961,-0.00139084,0.054256722,0.059644144
20220423_104020,0.022067571,0.129342958,0.000126775,0.001207315,-0.002169297,0.1276979,0.091180593
20220423_104020,0.022067571,0.129342958,0.000126775,0.001207315,-0.002169297,0.1276979,0.091180593
20220423_104020,0.02037836,0.064912938,5.16E-05,0.002662914,-0.001137127,0.060061805,0.044856146
20220423_104020,0.02037836,0.064912938,5.16E-05,0.002662914,-0.001137127,0.060061805,0.044856146
20220423_104020,0.02037836,0.064912938,5.16E-05,0.002662914,-0.001137127,0.060061805,0.044856146
20220423_104020,0.021026144,0.107981719,0.000127234,0.000513353,0.001725107,0.081020236,0.085950352
20220423_104020,0.021026144,0.107981719,0.000127234,0.000513353,0.001725107,0.081020236,0.085950352
20220423_104021,0.021026144,0.107981719,0.000127234,0.000513353,0.001725107,0.081020236,0.085950352
20220423_104021,0.021417011,0.086432196,0.000111161,0.001053676,0.001478744,0.082024515,0.058823843
20220423_104021,0.021417011,0.086432196,0.000111161,0.001053676,0.001478744,0.082024515,0.058823843
20220423_104021,0.021417011,0.086432196,0.000111161,0.001053676,0.001478744,0.082024515,0.058823843
20220423_104021,0.022224941,0.139625072,5.04E-05,0.004030325,-0.003283928,0.097062692,0.070032507
20220423_104021,0.022224941,0.139625072,5.04E-05,0.004030325,-0.003283928,0.097062692,0.070032507
20220423_104021,0.022224941,0.139625072,5.04E-05,0.004030325,-0.003283928,0.097062692,0.070032507
20220423_104021,0.022445567,0.067642942,3.47E-05,0.009647493,-0.000146688,0.060718518,0.049687911
20220423_104021,0.022445567,0.067642942,3.47E-05,0.009647493,-0.000146688,0.060718518,0.049687911
20220423_104021,0.024080875,0.150910318,3.19E-06,0.010010551,-0.002591359,0.064640775,0.055835769
20220423_104021,0.024080875,0.150910318,3.19E-06,0.010010551,-0.002591359,0.064640775,0.055835769
20220423_104021,0.020894138,0.079431772,2.35E-05,0.008719701,-0.004253076,0.069545381,0.047907334
20220423_104021,0.020894138,0.079431772,2.35E-05,0.008719701,-0.004253076,0.069545381,0.047907334
20220423_104021,0.020894138,0.079431772,2.35E-05,0.008719701,-0.004253076,0.069545381,0.047907334
20220423_104021,0.023602385,0.10568881,0.000115992,0.008921146,-0.006449244,0.105513595,0.067082554
20220423_104021,0.023602385,0.10568881,0.000115992,0.008921146,-0.006449244,0.105513595,0.067082554
20220423_104021,0.021634529,0.071684338,0.000150968,0.00329968,-0.004804735,0.063323401,0.054529425
20220423_104021,0.021634529,0.071684338,0.000150968,0.00329968,-0.004804735,0.063323401,0.054529425
20220423_104021,0.021634529,0.071684338,0.000150968,0.00329968,-0.004804735,0.063323401,0.054529425
20220423_104021,0.021479813,0.134513021,4.49E-05,0.003234096,-0.005768472,0.134456366,0.039121974
20220423_104022,0.021479813,0.134513021,4.49E-05,0.003234096,-0.005768472,0.134456366,0.039121974
20220423_104022,0.021479813,0.134513021,4.49E-05,0.003234096,-0.005768472,0.134456366,0.039121974
20220423_104022,0.020542655,0.068129674,6.82E-05,-4.45E-05,-0.003263414,0.061089814,0.048839312
20220423_104022,0.020542655,0.068129674,6.82E-05,-4.45E-05,-0.003263414,0.061089814,0.048839312
20220423_104022,0.020542655,0.068129674,6.82E-05,-4.45E-05,-0.003263414,0.061089814,0.048839312
20220423_104022,0.022191385,0.121175021,0.000120845,0.002055194,-0.000918552,0.095939159,0.102112517
20220423_104022,0.022191385,0.121175021,0.000120845,0.002055194,-0.000918552,0.095939159,0.102112517
20220423_104022,0.021712409,0.07141152,2.53E-05,0.000427768,-0.002866184,0.068778642,0.040263925
20220423_104022,0.021712409,0.07141152,2.53E-05,0.000427768,-0.002866184,0.068778642,0.040263925
20220423_104022,0.021712409,0.07141152,2.53E-05,0.000427768,-0.002866184,0.068778642,0.040263925
20220423_104022,0.022449401,0.13541694,5.18E-05,0.002336457,-0.002271054,0.063756354,0.079422429
20220423_104022,0.022449401,0.13541694,5.18E-05,0.002336457,-0.002271054,0.063756354,0.079422429
20220423_104022,0.022449401,0.13541694,5.18E-05,0.002336457,-0.002271054,0.063756354,0.079422429
20220423_104022,0.020102552,0.085372321,1.50E-05,0.000888281,5.31E-05,0.05458039,0.063628986
20220423_104022,0.020102552,0.085372321,1.50E-05,0.000888281,5.31E-05,0.05458039,0.063628986
20220423_104022,0.020102552,0.085372321,1.50E-05,0.000888281,5.31E-05,0.05458039,0.063628986
20220423_104022,0.021810843,0.133133084,8.03E-05,0.000322556,-0.003218749,0.065890245,0.044340938
20220423_104022,0.021810843,0.133133084,8.03E-05,0.000322556,-0.003218749,0.065890245,0.044340938
20220423_104022,0.021860002,0.074925289,6.91E-05,8.97E-05,-0.000122914,0.07242462,0.063094519
20220423_104022,0.021860002,0.074925289,6.91E-05,8.97E-05,-0.000122914,0.07242462,0.063094519
20220423_104023,0.021860002,0.074925289,6.91E-05,8.97E-05,-0.000122914,0.07242462,0.063094519
20220423_104023,0.022357654,0.093130618,5.42E-05,-0.000336476,5.29E-06,0.081382826,0.057526018
20220423_104023,0.022357654,0.093130618,5.42E-05,-0.000336476,5.29E-06,0.081382826,0.057526018
20220423_104023,0.021868659,0.068764701,0.000113359,0.002611544,-0.004032701,0.058647159,0.068758726
20220423_104023,0.021868659,0.068764701,0.000113359,0.002611544,-0.004032701,0.058647159,0.068758726
20220423_104023,0.021868659,0.068764701,0.000113359,0.002611544,-0.004032701,0.058647159,0.068758726
20220423_104023,0.023688823,0.103412382,0.00017495,0.005695447,-0.004503378,0.102086484,0.086004362
20220423_104023,0.023688823,0.103412382,0.00017495,0.005695447,-0.004503378,0.102086484,0.086004362
20220423_104023,0.023688823,0.103412382,0.00017495,0.005695447,-0.004503378,0.102086484,0.086004362
20220423_104023,0.021563321,0.071701512,1.88E-05,0.003549107,-0.005717667,0.067012489,0.04379854
20220423_104023,0.021563321,0.071701512,1.88E-05,0.003549107,-0.005717667,0.067012489,0.04379854
20220423_104023,0.021563321,0.071701512,1.88E-05,0.003549107,-0.005717667,0.067012489,0.04379854
20220423_104023,0.023559005,0.123208828,4.25E-05,0.001193062,0.00305549,0.05556586,0.106064044
20220423_104023,0.023559005,0.123208828,4.25E-05,0.001193062,0.00305549,0.05556586,0.106064044
20220423_104023,0.022265663,0.067613401,3.95E-05,-0.001137006,0.007796463,0.062100954,0.057259437
20220423_104023,0.022265663,0.067613401,3.95E-05,-0.001137006,0.007796463,0.062100954,0.057259437
20220423_104023,0.022265663,0.067613401,3.95E-05,-0.001137006,0.007796463,0.062100954,0.057259437
20220423_104023,0.025922966,0.177536115,9.20E-05,-0.003210471,0.009260308,0.060259309,0.078567855
20220423_104023,0.025922966,0.177536115,9.20E-05,-0.003210471,0.009260308,0.060259309,0.078567855
20220423_104023,0.025922966,0.177536115,9.20E-05,-0.003210471,0.009260308,0.060259309,0.078567855
20220423_104023,0.023877476,0.070406824,4.64E-05,-0.002775033,0.011840056,0.060951799,0.059951235
20220423_104024,0.023877476,0.070406824,4.64E-05,-0.002775033,0.011840056,0.060951799,0.059951235
20220423_104024,0.023877476,0.070406824,4.64E-05,-0.002775033,0.011840056,0.060951799,0.059951235
20220423_104024,0.022510865,0.118092716,3.22E-05,0.001751664,0.008703172,0.053685907,0.065852053
20220423_104024,0.022510865,0.118092716,3.22E-05,0.001751664,0.008703172,0.053685907,0.065852053
20220423_104024,0.022510865,0.118092716,3.22E-05,0.001751664,0.008703172,0.053685907,0.065852053
20220423_104024,0.020288822,0.07537625,8.35E-05,0.001234271,0.004541969,0.062647663,0.059873682
20220423_104024,0.020288822,0.07537625,8.35E-05,0.001234271,0.004541969,0.062647663,0.059873682
20220423_104024,0.022856325,0.09341798,6.52E-05,0.001548486,0.002426628,0.091043226,0.061962985
20220423_104024,0.022856325,0.09341798,6.52E-05,0.001548486,0.002426628,0.091043226,0.061962985
20220423_104024,0.022856325,0.09341798,6.52E-05,0.001548486,0.002426628,0.091043226,0.061962985
20220423_104024,0.021546463,0.072633117,5.61E-05,0.005780666,-0.00168098,0.070544913,0.060252711
20220423_104024,0.021546463,0.072633117,5.61E-05,0.005780666,-0.00168098,0.070544913,0.060252711
20220423_104024,0.021546463,0.072633117,5.61E-05,0.005780666,-0.00168098,0.070544913,0.060252711
20220423_104024,0.023721463,0.134746283,6.37E-05,0.008068152,-0.003157648,0.133897409,0.04842674
20220423_104024,0.023721463,0.134746283,6.37E-05,0.008068152,-0.003157648,0.133897409,0.04842674
20220423_104024,0.020795827,0.070624173,0.000108874,0.004223791,-0.001544915,0.058164254,0.039472725
20220423_104024,0.020795827,0.070624173,0.000108874,0.004223791,-0.001544915,0.058164254,0.039472725
20220423_104024,0.020795827,0.070624173,0.000108874,0.004223791,-0.001544915,0.058164254,0.039472725
20220423_104024,0.022238642,0.104757659,3.08E-05,0.003552863,-0.00082574,0.074186794,0.087586716
20220423_104024,0.022238642,0.104757659,3.08E-05,0.003552863,-0.00082574,0.074186794,0.087586716
20220423_104025,0.020825024,0.068583526,1.48E-05,0.00277315,0.000888048,0.057452582,0.047097329
20220423_104025,0.020825024,0.068583526,1.48E-05,0.00277315,0.000888048,0.057452582,0.047097329
20220423_104025,0.020825024,0.068583526,1.48E-05,0.00277315,0.000888048,0.057452582,0.047097329
20220423_104025,0.024045968,0.153511181,6.91E-05,0.006498229,0.000653458,0.097010545,0.088433564
20220423_104025,0.024045968,0.153511181,6.91E-05,0.006498229,0.000653458,0.097010545,0.088433564
20220423_104025,0.024045968,0.153511181,6.91E-05,0.006498229,0.000653458,0.097010545,0.088433564
20220423_104025,0.024045968,0.153511181,6.91E-05,0.006498229,0.000653458,0.097010545,0.088433564
20220423_104025,0.021442312,0.074105799,0.000145254,0.003693312,0.000679559,0.055503041,0.069291547
20220423_104025,0.021442312,0.074105799,0.000145254,0.003693312,0.000679559,0.055503041,0.069291547
20220423_104025,0.023622702,0.126312241,2.66E-05,0.00192275,0.001450106,0.073234111,0.063375726
20220423_104025,0.023622702,0.126312241,2.66E-05,0.00192275,0.001450106,0.073234111,0.063375726
20220423_104025,0.023622702,0.126312241,2.66E-05,0.00192275,0.001450106,0.073234111,0.063375726
20220423_104025,0.020583159,0.060937785,1.29E-05,0.001631539,-0.003122474,0.060287308,0.053020254
20220423_104025,0.020583159,0.060937785,1.29E-05,0.001631539,-0.003122474,0.060287308,0.053020254
20220423_104025,0.020583159,0.060937785,1.29E-05,0.001631539,-0.003122474,0.060287308,0.053020254
20220423_104025,0.024265443,0.090597637,7.31E-05,0.005981118,-0.005784764,0.090413019,0.052965268
20220423_104025,0.024265443,0.090597637,7.31E-05,0.005981118,-0.005784764,0.090413019,0.052965268
20220423_104025,0.024265443,0.090597637,7.31E-05,0.005981118,-0.005784764,0.090413019,0.052965268
20220423_104025,0.021250385,0.067049772,9.70E-05,0.004607116,-0.005796935,0.064336635,0.058277611
20220423_104025,0.021250385,0.067049772,9.70E-05,0.004607116,-0.005796935,0.064336635,0.058277611
20220423_104025,0.023699547,0.133963853,5.64E-05,0.008279268,-0.008496787,0.13375248,0.068929844
20220423_104026,0.023699547,0.133963853,5.64E-05,0.008279268,-0.008496787,0.13375248,0.068929844
20220423_104026,0.023699547,0.133963853,5.64E-05,0.008279268,-0.008496787,0.13375248,0.068929844
20220423_104026,0.021949913,0.068530582,0.000143467,0.00551166,-0.008506663,0.058561377,0.036133263
20220423_104026,0.021949913,0.068530582,0.000143467,0.00551166,-0.008506663,0.058561377,0.036133263
20220423_104026,0.021949913,0.068530582,0.000143467,0.00551166,-0.008506663,0.058561377,0.036133263
20220423_104026,0.022630104,0.094123013,4.65E-05,0.00316826,-0.007098994,0.081418678,0.074291341
20220423_104026,0.022630104,0.094123013,4.65E-05,0.00316826,-0.007098994,0.081418678,0.074291341
20220423_104026,0.022104793,0.062284157,5.33E-05,0.003351435,-0.001930085,0.052683946,0.0461559
20220423_104026,0.022104793,0.062284157,5.33E-05,0.003351435,-0.001930085,0.052683946,0.0461559
20220423_104026,0.023308322,0.134325221,8.45E-05,0.004421487,-0.005253291,0.078510329,0.068502709
20220423_104026,0.023308322,0.134325221,8.45E-05,0.004421487,-0.005253291,0.078510329,0.068502709
20220423_104026,0.023308322,0.134325221,8.45E-05,0.004421487,-0.005253291,0.078510329,0.068502709
20220423_104026,0.021025521,0.093648642,4.45E-05,0.001024983,-0.003635002,0.061917901,0.060155947
20220423_104026,0.021025521,0.093648642,4.45E-05,0.001024983,-0.003635002,0.061917901,0.060155947
20220423_104026,0.023777986,0.12561807,6.10E-05,0.001728821,-0.008760505,0.082006708,0.046011832
20220423_104026,0.023777986,0.12561807,6.10E-05,0.001728821,-0.008760505,0.082006708,0.046011832
20220423_104026,0.023777986,0.12561807,6.10E-05,0.001728821,-0.008760505,0.082006708,0.046011832
20220423_104026,0.021594428,0.057773635,5.63E-05,-0.000236677,-0.004401133,0.056734376,0.051378634
20220423_104026,0.021594428,0.057773635,5.63E-05,-0.000236677,-0.004401133,0.056734376,0.051378634
20220423_104027,0.023285736,0.092104509,0.000123316,-0.002860027,-0.002479076,0.086577252,0.055368125
20220423_104027,0.023285736,0.092104509,0.000123316,-0.002860027,-0.002479076,0.086577252,0.055368125
20220423_104027,0.023285736,0.092104509,0.000123316,-0.002860027,-0.002479076,0.086577252,0.055368125
20220423_104027,0.022297918,0.088283792,8.39E-05,-0.005358199,-0.001536416,0.072884709,0.048256077
20220423_104027,0.022297918,0.088283792,8.39E-05,-0.005358199,-0.001536416,0.072884709,0.048256077
20220423_104027,0.022297918,0.088283792,8.39E-05,-0.005358199,-0.001536416,0.072884709,0.048256077
20220423_104027,0.021141286,0.116273135,7.75E-05,-0.0002163,-0.003885843,0.11626637,0.088494115
20220423_104027,0.021141286,0.116273135,7.75E-05,-0.0002163,-0.003885843,0.11626637,0.088494115
20220423_104027,0.021141286,0.116273135,7.75E-05,-0.0002163,-0.003885843,0.11626637,0.088494115
20220423_104027,0.020847823,0.060707204,4.82E-05,-0.001446247,-0.002291912,0.059793118,0.054865915
20220423_104027,0.020847823,0.060707204,4.82E-05,-0.001446247,-0.002291912,0.059793118,0.054865915
20220423_104027,0.023351521,0.097227879,9.17E-05,-0.001325071,-0.001180669,0.091524057,0.069113977
20220423_104027,0.023351521,0.097227879,9.17E-05,-0.001325071,-0.001180669,0.091524057,0.069113977
20220423_104027,0.021916668,0.077487215,0.000140747,-0.000199365,-0.006760708,0.075484902,0.060749367
20220423_104027,0.021916668,0.077487215,0.000140747,-0.000199365,-0.006760708,0.075484902,0.060749367
20220423_104027,0.021916668,0.077487215,0.000140747,-0.000199365,-0.006760708,0.075484902,0.060749367
20220423_104027,0.023063805,0.184273332,0.000136949,0.001163036,-0.006762024,0.087303147,0.05476895
20220423_104027,0.023063805,0.184273332,0.000136949,0.001163036,-0.006762024,0.087303147,0.05476895
20220423_104027,0.023319368,0.088282146,9.41E-05,-0.000456336,-0.002504448,0.049533024,0.05327509
20220423_104028,0.023319368,0.088282146,9.41E-05,-0.000456336,-0.002504448,0.049533024,0.05327509
20220423_104028,0.023319368,0.088282146,9.41E-05,-0.000456336,-0.002504448,0.049533024,0.05327509
20220423_104028,0.022332664,0.10239955,5.93E-05,0.001158758,-0.007472189,0.061807275,0.043396328
20220423_104028,0.022332664,0.10239955,5.93E-05,0.001158758,-0.007472189,0.061807275,0.043396328
20220423_104028,0.022332664,0.10239955,5.93E-05,0.001158758,-0.007472189,0.061807275,0.043396328
20220423_104028,0.021308625,0.077924974,4.72E-05,0.001006414,-0.004691513,0.076205187,0.048255667
20220423_104028,0.021308625,0.077924974,4.72E-05,0.001006414,-0.004691513,0.076205187,0.048255667
20220423_104028,0.025361797,0.08098048,3.96E-05,0.006606725,-0.007092976,0.064817585,0.041305196
20220423_104028,0.025361797,0.08098048,3.96E-05,0.006606725,-0.007092976,0.064817585,0.041305196
20220423_104028,0.025361797,0.08098048,3.96E-05,0.006606725,-0.007092976,0.064817585,0.041305196
20220423_104028,0.024446606,0.066703342,5.53E-05,0.011601553,-0.007867516,0.065323941,0.039040759
20220423_104028,0.024446606,0.066703342,5.53E-05,0.011601553,-0.007867516,0.065323941,0.039040759
20220423_104028,0.024446606,0.066703342,5.53E-05,0.011601553,-0.007867516,0.065323941,0.039040759
20220423_104028,0.027366505,0.127913311,9.73E-05,0.01451287,-0.008986941,0.127799556,0.045992896
20220423_104028,0.027366505,0.127913311,9.73E-05,0.01451287,-0.008986941,0.127799556,0.045992896
20220423_104028,0.024931472,0.06878569,7.39E-05,0.009067393,-0.008368651,0.067686707,0.042826585
20220423_104028,0.024931472,0.06878569,7.39E-05,0.009067393,-0.008368651,0.067686707,0.042826585
20220423_104028,0.024931472,0.06878569,7.39E-05,0.009067393,-0.008368651,0.067686707,0.042826585
20220423_104028,0.023811425,0.123070754,0.000138534,0.006487525,-0.006932872,0.096222542,0.106597804
20220423_104028,0.023811425,0.123070754,0.000138534,0.006487525,-0.006932872,0.096222542,0.106597804
20220423_104029,0.023811425,0.123070754,0.000138534,0.006487525,-0.006932872,0.096222542,0.106597804
20220423_104029,0.021511955,0.073086411,3.09E-05,0.003124588,-0.007039734,0.073050022,0.048048485
20220423_104029,0.021511955,0.073086411,3.09E-05,0.003124588,-0.007039734,0.073050022,0.048048485
20220423_104029,0.021511955,0.073086411,3.09E-05,0.003124588,-0.007039734,0.073050022,0.048048485
20220423_104029,0.022408973,0.153649449,0.000121254,0.002553143,-0.008123626,0.089547157,0.071059234
20220423_104029,0.022408973,0.153649449,0.000121254,0.002553143,-0.008123626,0.089547157,0.071059234
20220423_104029,0.022344711,0.089275293,7.03E-05,0.000602791,-0.004452461,0.062394504,0.054253176
20220423_104029,0.022344711,0.089275293,7.03E-05,0.000602791,-0.004452461,0.062394504,0.054253176
20220423_104029,0.022344711,0.089275293,7.03E-05,0.000602791,-0.004452461,0.062394504,0.054253176
20220423_104029,0.023605478,0.126280844,0.000108701,0.006427713,-0.005405136,0.097943977,0.053954311
20220423_104029,0.023605478,0.126280844,0.000108701,0.006427713,-0.005405136,0.097943977,0.053954311
20220423_104029,0.023605478,0.126280844,0.000108701,0.006427713,-0.005405136,0.097943977,0.053954311
20220423_104029,0.022525224,0.071937755,0.000119775,0.00349744,-0.005020293,0.059097815,0.069927745
20220423_104029,0.022525224,0.071937755,0.000119775,0.00349744,-0.005020293,0.059097815,0.069927745
