time,magmean,magmax,magmin,hor,ver,hor1,ver1
20220215_155219,1.619275919,2.222987652,0.074567281,-0.69287175,1.4588491,0.6928728,1.4588491
20220215_155219,1.642916455,2.325917244,0.02939713,-0.67309576,1.4940861,0.6730974,1.4940861
20220215_155220,1.635755098,2.161360025,0.05277738,-0.6823139,1.4815549,0.6823142,1.4815549
20220215_155220,1.639784582,2.359626293,0.044236623,-0.69392896,1.4808577,0.69392896,1.4808749
20220215_155220,1.650768299,2.198398352,0.052883781,-0.65450907,1.5108478,0.65451276,1.5108478
20220215_155221,1.620245368,2.199303627,0.001318704,-0.6904529,1.4604545,0.69046986,1.4604546
20220215_155221,1.63107598,2.206159592,0.041737717,-0.68784285,1.4740356,0.68784285,1.4740356
20220215_155221,1.619898379,2.239410877,0.065950312,-0.68155885,1.4646881,0.68155885,1.4646881
20220215_155222,1.633891378,2.297083139,0.044334404,-0.7001874,1.4717903,0.70020515,1.4717903
20220215_155222,1.608171212,2.193378448,0.035591882,-0.72302157,1.430426,0.72302157,1.430426
20220215_155223,1.623058016,2.191902637,0.037005756,-0.7253368,1.4464697,0.72534,1.4464697
20220215_155223,1.647774096,2.312071085,0.06571541,-0.68488646,1.4942491,0.6851934,1.4942491
20220215_155224,1.619596246,2.346310139,0.045585677,-0.6912513,1.4595203,0.6912546,1.4595203
20220215_155224,1.644936682,2.153087378,0.065995224,-0.7029192,1.482404,0.7029192,1.482404
20220215_155224,1.631074546,2.265720844,0.048904512,-0.7105054,1.4636048,0.7105054,1.4636048
20220215_155225,1.634351994,2.171997786,0.04304881,-0.7210804,1.4614043,0.72108054,1.4614043
20220215_155225,1.626359652,2.167188168,0.061560281,-0.70990634,1.4579815,0.7099075,1.4579815
20220215_155225,1.635046283,2.261927605,0.06360241,-0.71431965,1.4659427,0.71432066,1.4659427
20220215_155226,1.626080101,2.17389369,0.007597473,-0.70299745,1.4604907,0.70307624,1.4604907
20220215_155226,1.630468932,2.317778587,0.002852287,-0.714151,1.4605048,0.7142411,1.4605105
20220215_155227,1.610756166,2.165768147,0.025753247,-0.70069855,1.4448282,0.70070004,1.4448282
20220215_155227,1.615924757,2.182124138,0.053829096,-0.6865308,1.4573754,0.6865308,1.4573754
20220215_155228,1.60286665,2.237646103,0.068985067,-0.6955782,1.4391873,0.69557834,1.4391873
20220215_155228,1.628452131,2.221786737,0.047192514,-0.7230978,1.4542432,0.72311103,1.4542432
20220215_155228,1.652434878,2.23025012,0.027031126,-0.727672,1.4787062,0.727672,1.4787062
20220215_155229,1.644516898,2.271968365,0.059796467,-0.7410659,1.4629346,0.7410659,1.4629346
20220215_155229,1.664700844,2.186307907,0.070143968,-0.7492454,1.4818201,0.74924695,1.4818201
20220215_155230,1.641548985,2.161004305,0.012598944,-0.7135345,1.4730542,0.71353984,1.4730542
20220215_155230,1.658890044,2.250682354,0.067027107,-0.7326255,1.4835564,0.73262566,1.4835564
20220215_155230,1.63393306,2.205588341,0.055992942,-0.7290426,1.4569752,0.729043,1.4569752
20220215_155231,1.638692981,2.150610685,0.087483421,-0.7543404,1.4497755,0.7543404,1.4497755
20220215_155231,1.637908345,2.322378635,0.068471171,-0.74062914,1.4550397,0.74062914,1.4550397
20220215_155231,1.631941266,2.14435935,0.065040126,-0.739887,1.4491887,0.739887,1.4491887
20220215_155232,1.631996075,2.295470238,0.068739399,-0.7328003,1.4527184,0.73282737,1.4527184
20220215_155232,1.653457991,2.291433334,0.045398615,-0.70374435,1.4919765,0.70374435,1.4919765
20220215_155233,1.670963776,2.339012623,0.040969256,-0.7238438,1.5013697,0.72393954,1.5013697
20220215_155233,1.633988262,2.228455305,0.021549946,-0.7129064,1.4651854,0.71290654,1.4651854
20220215_155233,1.668858256,2.286171675,0.065711938,-0.73759574,1.49193,0.73759574,1.49193
20220215_155234,1.648512903,2.307146549,0.046170902,-0.7158914,1.4801326,0.7161783,1.4801326
20220215_155234,1.64559693,2.317906857,0.027841253,-0.72525847,1.4716914,0.72525847,1.4716914
20220215_155235,1.642749805,2.282724142,0.06014334,-0.72878754,1.4673923,0.72878754,1.4673923
20220215_155235,1.647951146,2.218593121,0.066346563,-0.73720336,1.4691164,0.7372049,1.4691164
20220215_155236,1.643459203,2.288931131,0.029942926,-0.7385175,1.462561,0.7385219,1.462561
20220215_155236,1.647536316,2.2548666,0.048638705,-0.7351272,1.4693422,0.7351447,1.4693422
20220215_155236,1.627253342,2.17685318,0.034144316,-0.7479203,1.4402207,0.7479203,1.4402207
20220215_155237,1.619037924,2.198387623,0.07377702,-0.7323367,1.4387972,0.7323367,1.4387972
20220215_155237,1.633875311,2.095886707,0.046668712,-0.74579364,1.4483181,0.7459581,1.4483181
20220215_155238,1.620760244,2.239382744,0.02415688,-0.75998515,1.4260089,0.7602169,1.4260089
20220215_155238,1.597940932,2.117400885,0.037655812,-0.7348166,1.4140265,0.7348166,1.4140265
20220215_155238,1.630757822,2.196459532,0.035232201,-0.7588557,1.4378091,0.7588723,1.4378091
20220215_155239,1.659172805,2.405645132,0.04491169,-0.7613254,1.4693089,0.7613254,1.4693089
20220215_155239,1.650669762,2.321202993,0.065495268,-0.79513365,1.4411942,0.79513365,1.4411942
20220215_155240,1.645164833,2.381168604,0.033472195,-0.740508,1.4644449,0.7405082,1.4644449
20220215_155240,1.653648051,2.312455893,0.045789473,-0.7549788,1.466541,0.7549788,1.466541
20220215_155240,1.647399591,2.158883333,0.045073096,-0.74212515,1.4664638,0.74212515,1.4664669
20220215_155241,1.689167114,2.385984659,0.008829018,-0.73854923,1.5138495,0.73909616,1.5138495
20220215_155241,1.650001229,2.182563305,0.042096693,-0.7552084,1.4618038,0.7552084,1.4618038
20220215_155242,1.651953856,2.308363914,0.060094636,-0.7391273,1.4723601,0.7391317,1.4723601
20220215_155242,1.642059286,2.173382282,0.054866172,-0.7579379,1.451926,0.7579393,1.451926
20220215_155242,1.661060444,2.270274401,0.068351395,-0.7498157,1.47778,0.7498157,1.47778
20220215_155243,1.639142868,2.268388748,0.040420976,-0.75059813,1.4520047,0.7506453,1.4520047
20220215_155243,1.623725991,2.199585915,0.060496099,-0.8036945,1.4063505,0.8036945,1.4063505
20220215_155244,1.617875733,2.219130039,0.04770552,-0.75553215,1.4257933,0.75553215,1.4257933
20220215_155244,1.641837763,2.341520786,0.060423072,-0.7889735,1.4349165,0.78898895,1.4349165
20220215_155244,1.629486196,2.192149639,0.00253793,-0.79856914,1.4144825,0.79858965,1.4144884
20220215_155245,1.636434489,2.256469727,0.02423838,-0.7742394,1.4364908,0.774384,1.4364908
20220215_155245,1.657252187,2.318287849,0.054558158,-0.76403326,1.4657289,0.764057,1.4657289
20220215_155246,1.660341503,2.231044292,0.087364331,-0.7702933,1.4655042,0.7702933,1.4655042
20220215_155246,1.653396451,2.33160615,0.03934351,-0.7760327,1.4544656,0.7760379,1.4544656
20220215_155246,1.661270784,2.246958733,0.053628892,-0.7363637,1.4831498,0.7372886,1.4831498
20220215_155247,1.666510991,2.288386583,0.046821941,-0.76135147,1.4769665,0.76135147,1.4769968
20220215_155247,1.675299216,2.460258961,0.047929175,-0.77105254,1.482002,0.771065,1.482002
20220215_155248,1.680290463,2.400170565,0.054260928,-0.76832914,1.489609,0.76832914,1.489609
20220215_155248,1.691781042,2.280723572,0.048950374,-0.807019,1.4820253,0.807019,1.4820299
20220215_155248,1.704802178,2.338088512,0.045204293,-0.8037231,1.4986398,0.8037231,1.4986398
20220215_155249,1.68571184,2.269359112,0.073794462,-0.80137205,1.4778814,0.80137205,1.4778814
20220215_155249,1.668591792,2.218380928,0.025450716,-0.773442,1.4731407,0.773442,1.4731407
20220215_155250,1.687993807,2.322607517,0.036209639,-0.7892249,1.4875058,0.7892512,1.4875058
20220215_155250,1.657436315,2.216559649,0.03092183,-0.78036046,1.4572167,0.7803605,1.4572167
20220215_155251,1.660002194,2.45881319,0.047535434,-0.7661809,1.4673735,0.7661809,1.4673735
20220215_155251,1.679035779,2.313615322,0.080931537,-0.75325596,1.4955537,0.75326866,1.4955537
20220215_155251,1.675576998,2.264820099,0.019075457,-0.74359477,1.4967303,0.7436267,1.4967332
20220215_155252,1.655966796,2.317650318,0.034842871,-0.7435274,1.4753002,0.7435301,1.4753002
20220215_155252,1.6709866,2.27775526,0.00125558,-0.7558342,1.484983,0.75595856,1.4849842
20220215_155253,1.658084177,2.282281399,0.032392181,-0.789853,1.4523549,0.789853,1.4523549
20220215_155253,1.644330003,2.206669092,0.010794809,-0.7747578,1.4452741,0.7748681,1.4452741
20220215_155253,1.64652378,2.416231871,0.008300039,-0.76307553,1.4538099,0.7636092,1.4538099
20220215_155254,1.672008144,2.254175186,0.065519325,-0.7934117,1.4670779,0.7935291,1.4670779
20220215_155254,1.638255402,2.260801315,0.060270756,-0.7965059,1.4264895,0.79651177,1.4264895
20220215_155255,1.645517453,2.293216467,0.052242331,-0.80629086,1.4285476,0.80660623,1.4285476
20220215_155255,1.651124586,2.287508249,0.035122816,-0.7836867,1.4486055,0.7836867,1.4486055
20220215_155255,1.672465275,2.176587343,0.053751372,-0.7932736,1.4672259,0.7932736,1.4672259
20220215_155256,1.664715543,2.22993803,0.001548441,-0.79744405,1.4556478,0.79748017,1.4556934
20220215_155256,1.671682947,2.269917011,0.058780171,-0.78877586,1.4688144,0.78878427,1.4688144
20220215_155257,1.674186574,2.225325584,0.037212253,-0.7696609,1.4811693,0.7696609,1.4811693
20220215_155257,1.676537632,2.381097555,0.025414599,-0.7399408,1.4990284,0.73994106,1.4990284
20220215_155258,1.664365731,2.279592276,0.057487387,-0.75258917,1.4796511,0.75258917,1.4796511
20220215_155258,1.668604348,2.298994303,0.045596149,-0.7568021,1.4824888,0.7569848,1.4824888
20220215_155258,1.643695876,2.260881186,0.039662234,-0.7574989,1.453671,0.7574989,1.453671
20220215_155259,1.646776981,2.170346737,0.082922511,-0.7720352,1.4489497,0.7721496,1.4489497
20220215_155259,1.658735191,2.196736813,0.040687658,-0.79980546,1.447517,0.79980546,1.447517
20220215_155300,1.648189913,2.195709229,0.040665448,-0.8237135,1.4218131,0.82371473,1.4218131
20220215_155300,1.670762016,2.241567612,0.004188523,-0.8302584,1.4451668,0.83028287,1.445167
20220215_155300,1.662495147,2.221976519,0.068645768,-0.81433403,1.4442204,0.81435937,1.4442204
20220215_155301,1.662447552,2.324591875,0.016112551,-0.8498801,1.4236985,0.8499068,1.4236985
20220215_155301,1.663138347,2.583531857,0.05982139,-0.83881855,1.4307499,0.8388712,1.4307499
20220215_155302,1.651942736,2.362986803,0.074891269,-0.8191763,1.4289613,0.8191763,1.4289613
20220215_155302,1.643758423,2.327150822,0.053283107,-0.8316613,1.4129808,0.8316613,1.4129808
20220215_155302,1.655824127,2.324774265,0.042547107,-0.8346091,1.4247454,0.8346091,1.4247456
20220215_155303,1.686941942,2.249800682,0.032852124,-0.82556164,1.4653747,0.82556164,1.4653747
20220215_155303,1.658324995,2.360558271,0.070780255,-0.79419917,1.4502932,0.7942498,1.4502932
20220215_155304,1.652682892,2.223003149,0.046263371,-0.79713154,1.4422657,0.79713154,1.4422657
20220215_155304,1.659639657,2.318737268,0.065774307,-0.8623294,1.4126664,0.8623294,1.4126664
20220215_155304,1.665984412,2.281428099,0.0345194,-0.83285487,1.4370794,0.83338296,1.4370795
20220215_155305,1.667358575,2.234948397,0.035851955,-0.83104265,1.439947,0.83104265,1.439947
20220215_155305,1.680374073,2.319204092,0.089208268,-0.837457,1.4514246,0.837457,1.4514246
20220215_155306,1.681830705,2.261036158,0.056429803,-0.82798344,1.459124,0.82798344,1.459124
20220215_155306,1.679390749,2.388524532,0.036612459,-0.8275452,1.4560249,0.82766855,1.4560249
20220215_155306,1.674741552,2.249207735,0.026820499,-0.85164857,1.4362991,0.85165817,1.436302
20220215_155307,1.679532734,2.434423685,0.074058592,-0.85086006,1.4428577,0.85086006,1.4428577
20220215_155307,1.680523718,2.271200895,0.035488151,-0.859342,1.4378576,0.85974014,1.4378576
20220215_155308,1.662619282,2.273190737,0.019534083,-0.87465465,1.4086207,0.8748259,1.4086207
20220215_155308,1.673461502,2.194228411,0.054995585,-0.81533664,1.4564571,0.81533664,1.4564571
20220215_155309,1.682877642,2.364265203,0.054663666,-0.86080927,1.4410782,0.86080927,1.4410782
20220215_155309,1.672247991,2.262161493,0.014310366,-0.86603016,1.4255692,0.86603016,1.4255704
20220215_155309,1.680150577,2.509133339,0.078561619,-0.82480454,1.4580345,0.82480454,1.4580345
20220215_155310,1.682002838,2.274520636,0.076000534,-0.8313785,1.4575498,0.8313785,1.4575498
20220215_155310,1.680275725,2.317528963,0.027030239,-0.845751,1.4460553,0.84578395,1.4460553
20220215_155311,1.691046114,2.267372131,0.054385044,-0.8403427,1.4627297,0.8403427,1.4627297
20220215_155311,1.691841364,2.347984791,0.040480785,-0.8480302,1.4593021,0.8480302,1.4593021
20220215_155312,1.701270142,2.35190773,0.042962901,-0.83699995,1.4764678,0.83699995,1.4764678
20220215_155312,1.689043257,2.318489313,0.045935694,-0.82109916,1.4709797,0.82109916,1.4709797
20220215_155312,1.668722074,2.353741407,0.006338701,-0.81710637,1.4497046,0.8171065,1.4497046
20220215_155313,1.688111713,2.22607851,0.02986294,-0.82090706,1.4698246,0.82090706,1.4698246
20220215_155313,1.673876454,2.3398242,0.019924682,-0.8263913,1.4504136,0.82639205,1.450414
20220215_155314,1.689942814,2.280367136,0.063147806,-0.8094146,1.4783454,0.8094239,1.4783454
20220215_155314,1.688612542,2.297742605,0.053574085,-0.8168808,1.4731338,0.8168808,1.4731338
20220215_155314,1.694957098,2.379899502,0.076902121,-0.8325436,1.4713081,0.8325458,1.4713081
20220215_155315,1.664975372,2.392821312,0.041979931,-0.8528623,1.4242371,0.852911,1.4242371
20220215_155315,1.674649086,2.214790106,0.012684017,-0.8589172,1.4326477,0.8589172,1.4326566
20220215_155316,1.681510947,2.339059114,0.028524229,-0.84633297,1.4471476,0.8463554,1.4471476
20220215_155316,1.680269347,2.487421751,0.035322417,-0.83935875,1.4504507,0.8393638,1.4504507
20220215_155317,1.704480773,2.371123552,0.004223447,-0.8799057,1.4542778,0.8799057,1.4544966
20220215_155317,1.644190597,2.272290707,0.030263761,-0.87513274,1.3866287,0.87513274,1.3866287
20220215_155317,1.667308794,2.336024761,0.010244277,-0.847575,1.4310005,0.84769446,1.4310061
20220215_155318,1.697502695,2.228348017,0.026450634,-0.8365472,1.4716733,0.8365472,1.4716733
20220215_155318,1.705495864,2.344895601,0.040734056,-0.8588938,1.4679329,0.8588938,1.4679329
20220215_155319,1.683547627,2.227668047,0.031238189,-0.83770055,1.4543018,0.8377006,1.4543018
20220215_155319,1.699539789,2.398955107,0.093006633,-0.83338994,1.4764395,0.83338994,1.4764395
20220215_155320,1.675313199,2.327769279,0.00805952,-0.8307455,1.4491642,0.8307463,1.4491762
20220215_155320,1.698496613,2.204828262,0.058707502,-0.8240436,1.4804401,0.8241613,1.4804401
20220215_155320,1.685675816,2.317360878,0.047575258,-0.8489009,1.4516667,0.8489009,1.4516667
20220215_155321,1.696651877,2.488171577,0.061037228,-0.85351115,1.4611306,0.8535325,1.4611306
20220215_155321,1.698462239,2.411996126,0.011817528,-0.8564784,1.4618179,0.8565046,1.4618179
20220215_155322,1.698555932,2.269929886,0.032844633,-0.8794502,1.4482082,0.8795143,1.4482082
20220215_155322,1.703374113,2.418031216,0.057881895,-0.89339465,1.4446226,0.89339465,1.4446226
20220215_155323,1.729755284,2.38830018,0.045154866,-0.88955545,1.4775873,0.8896338,1.4775873
20220215_155323,1.73237012,2.46860671,0.064687505,-0.8953843,1.477573,0.8953843,1.477573
20220215_155324,1.732987366,2.39891243,0.046437889,-0.92692256,1.4590483,0.92692256,1.4590483
20220215_155324,1.718686495,2.308798552,0.042770568,-0.8937743,1.4627959,0.8937743,1.4627959
20220215_155324,1.725564018,2.438420057,0.024809921,-0.8952955,1.4699246,0.8953173,1.4699246
20220215_155325,1.708382441,2.315096855,0.057567306,-0.8642289,1.4687724,0.8642289,1.4687724
20220215_155325,1.700018375,2.292152405,0.066587716,-0.88381606,1.446844,0.88381606,1.446844
20220215_155326,1.685974536,2.377004147,0.035315707,-0.87432194,1.4365344,0.8743383,1.4365344
20220215_155326,1.687174486,2.367291451,0.032890514,-0.8739166,1.4379383,0.8739166,1.4379383
20220215_155326,1.702827283,2.301394701,0.046772137,-0.8561395,1.466218,0.8561395,1.466218
20220215_155327,1.690569739,2.389224052,0.047631748,-0.85905516,1.4514339,0.85907197,1.4514339
20220215_155327,1.690595529,2.259040594,0.021832803,-0.8242441,1.4712605,0.8242441,1.4712605
20220215_155328,1.697783173,2.373423576,0.079143599,-0.86973584,1.4531237,0.8697978,1.4531237
20220215_155328,1.69705944,2.369021177,0.04918443,-0.82267237,1.4789684,0.82267237,1.4789729
20220215_155329,1.710242582,2.321670532,0.022495087,-0.85935706,1.4733351,0.85935706,1.4733351
20220215_155329,1.69218726,2.409680605,0.066182353,-0.8790407,1.4402273,0.8790407,1.4402282
20220215_155329,1.732238818,2.39682579,0.044856049,-0.88254887,1.4844162,0.88254887,1.4844162
20220215_155330,1.710962653,2.344188452,0.044742502,-0.9159282,1.4395158,0.9159282,1.4395158
20220215_155330,1.724163077,2.376533508,0.056817319,-0.85887796,1.4899179,0.85887796,1.4899179
20220215_155331,1.706266149,2.298490047,0.063913107,-0.9131924,1.4362942,0.9131924,1.4362942
20220215_155331,1.718530348,2.341228485,0.057383087,-0.9233142,1.4447423,0.9233142,1.4447423
20220215_155332,1.705749213,2.426515102,0.081738383,-0.8909688,1.448944,0.8909688,1.448944
20220215_155332,1.713340478,2.473804712,0.052033477,-0.91605335,1.4422244,0.91605335,1.4422244
20220215_155333,1.687047344,2.377402067,0.039905533,-0.91457874,1.4120195,0.914584,1.4120195
20220215_155333,1.683260038,2.62142992,0.08366514,-0.8700798,1.4357469,0.8700798,1.4357469
20220215_155333,1.687314647,2.339084387,0.039099526,-0.84423083,1.4547879,0.8443248,1.4547887
20220215_155334,1.686114727,2.286340952,0.050209325,-0.8703182,1.4389797,0.87031823,1.4389797
20220215_155334,1.711043699,2.44203186,0.051129952,-0.8561479,1.4765861,0.8561479,1.4765861
20220215_155335,1.710812172,2.310767889,0.064660929,-0.8238991,1.4941334,0.8239038,1.4941334
20220215_155335,1.691341221,2.461650848,0.057783842,-0.83679277,1.4646058,0.8368393,1.4646058
20220215_155336,1.71271992,2.480010986,0.05826788,-0.8470762,1.4827565,0.8480277,1.4827565
20220215_155336,1.697757172,2.42111969,0.041277122,-0.8489147,1.4652789,0.8489147,1.4652789
20220215_155336,1.703387072,2.265360594,0.032973938,-0.865279,1.4614741,0.86548626,1.4614741
20220215_155337,1.716465424,2.401776075,0.007571266,-0.8493705,1.4864671,0.8493797,1.4864672
20220215_155337,1.691796763,2.339568138,0.059473671,-0.8725944,1.4440422,0.8726174,1.4440422
20220215_155338,1.721632782,2.541807175,0.02130411,-0.86344385,1.4838786,0.8636578,1.4838787
20220215_155338,1.719607256,2.259048939,0.032220811,-0.88092995,1.4705156,0.8812253,1.4705156
20220215_155339,1.703021401,2.25511837,0.060009867,-0.88327557,1.4510542,0.88327557,1.4510542
20220215_155339,1.718758099,2.425400496,0.070253946,-0.90534264,1.4551258,0.90534264,1.4551258
20220215_155339,1.713447639,2.337153912,0.084753439,-0.92994475,1.4340435,0.92994475,1.4340435
20220215_155340,1.696097221,2.280966759,0.005927823,-0.9596316,1.3928112,0.9596316,1.3928142
20220215_155340,1.707852203,2.255462408,0.030524103,-0.9259698,1.4296846,0.92604536,1.4296846
20220215_155341,1.718667231,2.289884806,0.046863634,-0.9378501,1.4347259,0.9378542,1.4347259
20220215_155341,1.707702368,2.267789364,0.05125298,-0.93195295,1.4259188,0.93195295,1.4259188
20220215_155342,1.761145655,2.377991438,0.040553827,-0.9383485,1.4854635,0.9383485,1.4854635
20220215_155342,1.752372574,2.312752724,0.043364894,-0.93156433,1.4792616,0.93156433,1.4792616
20220215_155342,1.754003419,2.355381012,0.029171405,-0.9282899,1.4827352,0.92832404,1.4827352
20220215_155343,1.735943382,2.442579746,0.060563747,-0.9363363,1.4559678,0.9363499,1.4559678
20220215_155343,1.742188324,2.442979097,0.026746875,-0.9576221,1.4494668,0.95762324,1.4494668
20220215_155344,1.727354497,2.355771065,0.054861262,-0.9216556,1.4560572,0.9216556,1.4560572
20220215_155344,1.725394709,2.451290607,0.056970999,-0.91505855,1.4574254,0.91505855,1.4574254
20220215_155345,1.73341725,2.519913435,0.044588514,-0.9175761,1.4654822,0.9175761,1.4654822
20220215_155345,1.74016296,2.334951639,0.045410916,-0.91421473,1.4751787,0.91421515,1.4751787
20220215_155345,1.735266091,2.484012604,0.064375669,-0.8957762,1.4809486,0.8957762,1.4809486
20220215_155346,1.72313154,2.366616726,0.055781588,-0.9201895,1.4513404,0.9201895,1.4513404
20220215_155346,1.750111569,2.556427002,0.067799814,-0.944545,1.4675236,0.944545,1.4675236
20220215_155347,1.751672016,2.322968245,0.028512565,-0.94081014,1.4722786,0.94081014,1.4722786
20220215_155347,1.758029117,2.44718647,0.037125845,-0.9545821,1.4708053,0.9545821,1.4708053
20220215_155348,1.729319524,2.429346085,0.068669334,-0.9307187,1.4523535,0.9307187,1.4523535
20220215_155348,1.724342457,2.411801338,0.068572491,-0.929726,1.4470648,0.929726,1.4470648
20220215_155349,1.737596852,2.420018196,0.029641751,-0.9419228,1.4546852,0.9419325,1.4546852
20220215_155349,1.734621381,2.428589821,0.063072056,-0.9371024,1.4548619,0.9371024,1.4548619
20220215_155349,1.749558367,2.361390591,0.03820736,-0.9622047,1.4558613,0.9622047,1.4558613
20220215_155350,1.73911318,2.352797747,0.021778582,-0.930869,1.4641283,0.930964,1.4641283
20220215_155350,1.714267983,2.243234158,0.069819845,-0.93066686,1.4343094,0.93068117,1.4343094
20220215_155351,1.73518467,2.494303703,0.022723658,-0.92179406,1.464719,0.92179406,1.464719
20220215_155351,1.741030326,2.242738962,0.073202401,-0.94598114,1.4568613,0.94598114,1.4568613
20220215_155352,1.727226083,2.36721015,0.059787355,-0.92044324,1.4566742,0.92044324,1.4566742
20220215_155352,1.727076351,2.363382578,0.046471979,-0.92631376,1.4526789,0.92631423,1.4526789
20220215_155353,1.74625289,2.351770639,0.093056776,-0.93579817,1.4689019,0.93579817,1.4689019
20220215_155353,1.749304023,2.396363974,0.069008112,-0.9374665,1.4713602,0.9374665,1.4713602
20220215_155353,1.751115766,2.615212202,0.036750358,-0.92902327,1.4791813,0.92904544,1.4791813
20220215_155354,1.735350446,2.310041666,0.02672324,-0.95122784,1.4458276,0.95122784,1.4458787
20220215_155354,1.74721978,2.333900928,0.0403147,-0.9573009,1.4562132,0.9573009,1.4562132
20220215_155355,1.758179043,2.467565536,0.015280546,-0.94682646,1.4755476,0.94682646,1.4755476
20220215_155355,1.735461979,2.478793383,0.024594219,-0.9521571,1.4456195,0.9521729,1.4456244
20220215_155356,1.742561435,2.374213219,0.01660214,-0.95496196,1.4520065,0.95496196,1.4520065
20220215_155356,1.745988803,2.544501066,0.028522251,-0.93097484,1.4720585,0.93097615,1.4720585
20220215_155357,1.71912166,2.352241516,0.065276377,-0.9525616,1.4264612,0.9525616,1.4264612
20220215_155357,1.732618583,2.368675232,0.005154903,-0.9306599,1.4560019,0.9306634,1.456002
20220215_155357,1.749470796,2.383815289,0.030972226,-0.9271401,1.4788594,0.9271642,1.4788594
20220215_155358,1.75928526,2.400212765,0.044158321,-0.9478227,1.47707,0.9478227,1.47707
20220215_155358,1.748368406,2.314490318,0.037487034,-0.9076802,1.4890409,0.9076802,1.4890409
20220215_155359,1.749417981,2.43930912,0.046399623,-0.9123492,1.4875277,0.9123492,1.4875277
20220215_155359,1.769173243,2.361815691,0.026943848,-0.9172853,1.5078354,0.9172858,1.5078354
20220215_155400,1.764960521,2.522521973,0.064295165,-0.95881444,1.4769788,0.95881444,1.4769788
20220215_155400,1.747000993,2.357807398,0.04288549,-0.9426339,1.4656422,0.9426339,1.4656422
20220215_155401,1.756800621,2.348680258,0.052949477,-0.9568685,1.4681789,0.9568685,1.4681789
20220215_155401,1.77375318,2.350718021,0.045909636,-0.9755186,1.4765819,0.9755186,1.4765819
20220215_155402,1.761990404,2.309029102,0.0325385,-1.0157067,1.43459,1.0157067,1.43459
20220215_155402,1.769017265,2.431987047,0.046588644,-1.0291804,1.4331677,1.029268,1.4331677
20220215_155403,1.75566705,2.378867865,0.01685047,-0.9981966,1.4395822,0.9981966,1.4395822
20220215_155403,1.77766334,2.458109379,0.052891824,-0.99817204,1.4662524,0.99817204,1.4662524
20220215_155403,1.773364416,2.359905243,0.022241345,-1.0105206,1.4516937,1.0105206,1.4516937
20220215_155404,1.777353942,2.396715164,0.027577801,-1.0031681,1.4616487,1.0031681,1.4616487
20220215_155404,1.762632375,2.524693012,0.048723202,-1.0293769,1.4256233,1.0293769,1.4256233
20220215_155405,1.754285152,2.414284945,0.023716498,-1.0122598,1.4272869,1.0122598,1.4272958
20220215_155405,1.793160535,2.38153553,0.053375173,-1.0132095,1.474652,1.0132095,1.474652
20220215_155406,1.753738332,2.541532993,0.057613853,-0.98181,1.44808,0.98181,1.44808
20220215_155406,1.767309906,2.342876196,0.062836036,-0.98604935,1.461428,0.98604935,1.461428
20220215_155406,1.776771891,2.34079957,0.047669969,-0.9889469,1.4714303,0.9889469,1.4714303
20220215_155407,1.780437446,2.339534044,0.036576085,-0.96916956,1.4884506,0.96916956,1.4884506
20220215_155407,1.782484524,2.724258184,0.065481439,-1.0032395,1.4684491,1.0032395,1.4684491
20220215_155408,1.787295046,2.354237795,0.056855384,-0.97297966,1.4946465,0.97297966,1.4946465
20220215_155408,1.795614878,2.342426062,0.058661889,-0.9669046,1.5082322,0.9669046,1.5082322
20220215_155409,1.805522992,2.453648806,0.047593258,-1.0265675,1.4798566,1.0265675,1.4798566
20220215_155409,1.774606434,2.370486975,0.006897999,-1.0173535,1.4487168,1.0173535,1.4487176
20220215_155410,1.794760932,2.406734228,0.030247755,-1.0259951,1.4675884,1.0259951,1.4675884
20220215_155410,1.781188778,2.303787947,0.049781892,-1.003494,1.4666542,1.003494,1.4666542
20220215_155410,1.776807328,2.353869915,0.040821102,-1.0180879,1.4510641,1.0180879,1.4510641
20220215_155411,1.786000301,2.359808683,0.034116779,-1.0175631,1.462492,1.017568,1.462492
20220215_155411,1.784350686,2.302222013,0.057665415,-1.0196579,1.4583309,1.0196579,1.4583309
20220215_155412,1.781490196,2.362177849,0.032720163,-1.0226606,1.4533088,1.0226606,1.4533088
20220215_155412,1.763943583,2.300926208,0.041389309,-1.0120388,1.4396505,1.0120388,1.4396505
20220215_155413,1.77994237,2.405732155,0.039595041,-0.9916148,1.4731985,0.9916148,1.4731985
20220215_155413,1.759896318,2.292328119,0.026097406,-0.984602,1.4530959,0.984602,1.4530959
20220215_155413,1.749009948,2.438593864,0.032336336,-0.96081805,1.4560636,0.96081805,1.4560636
20220215_155414,1.77016474,2.327635527,0.051699944,-0.9546722,1.4854746,0.9546722,1.4854746
20220215_155414,1.799517613,2.372474909,0.052385904,-1.0097106,1.4850001,1.0097106,1.4850001
20220215_155415,1.77371176,2.367843151,0.064427495,-0.95868635,1.4875501,0.95868635,1.4875501
20220215_155415,1.791995514,2.37882328,0.016297329,-1.0104208,1.474908,1.0104275,1.474908
20220215_155416,1.732296236,2.264204979,0.07120467,-0.97691697,1.424939,0.97691697,1.424939
20220215_155416,1.795044854,2.431983709,0.05779158,-1.0028311,1.4834994,1.0028311,1.4834994
20220215_155417,1.761694714,2.642894983,0.014944376,-1.0042033,1.4421787,1.0042602,1.4421787
20220215_155417,1.782958188,2.565693378,0.05319063,-1.0197365,1.4572572,1.0197365,1.4572572
