time,mean,max,,hor,ver,hormax,vermax
20220423_134013,0.02404173,0.094901904,0.000143425,0.005101706,-0.010772805,0.090536229,0.075453341
20220423_134014,0.02404173,0.094901904,0.000143425,0.005101706,-0.010772805,0.090536229,0.075453341
20220423_134014,0.026262437,0.093618728,8.19E-05,0.007044854,-0.013350085,0.085530348,0.040699191
20220423_134014,0.026262437,0.093618728,8.19E-05,0.007044854,-0.013350085,0.085530348,0.040699191
20220423_134014,0.026262437,0.093618728,8.19E-05,0.007044854,-0.013350085,0.085530348,0.040699191
20220423_134014,0.027372766,0.126944125,6.47E-05,0.01311384,-0.010511225,0.124952182,0.046919875
20220423_134014,0.027372766,0.126944125,6.47E-05,0.01311384,-0.010511225,0.124952182,0.046919875
20220423_134014,0.027359188,0.077112019,0.000115465,0.014260375,-0.013420357,0.065161966,0.032539364
20220423_134014,0.027359188,0.077112019,0.000115465,0.014260375,-0.013420357,0.065161966,0.032539364
20220423_134014,0.027359188,0.077112019,0.000115465,0.014260375,-0.013420357,0.065161966,0.032539364
20220423_134014,0.026159416,0.102812998,2.65E-05,0.011352896,-0.010317402,0.092736982,0.047460038
20220423_134014,0.026159416,0.102812998,2.65E-05,0.011352896,-0.010317402,0.092736982,0.047460038
20220423_134014,0.026159416,0.102812998,2.65E-05,0.011352896,-0.010317402,0.092736982,0.047460038
20220423_134014,0.02132156,0.070244148,5.26E-05,0.001604366,-0.00773646,0.044116698,0.047535248
20220423_134014,0.02132156,0.070244148,5.26E-05,0.001604366,-0.00773646,0.044116698,0.047535248
20220423_134014,0.024964013,0.19366388,8.30E-05,0.006080734,-0.011308005,0.071504213,0.058880463
20220423_134014,0.024964013,0.19366388,8.30E-05,0.006080734,-0.011308005,0.071504213,0.058880463
20220423_134014,0.024964013,0.19366388,8.30E-05,0.006080734,-0.011308005,0.071504213,0.058880463
20220423_134014,0.023423187,0.078777738,5.32E-05,0.007090171,-0.012171578,0.07763233,0.035166617
20220423_134014,0.023423187,0.078777738,5.32E-05,0.007090171,-0.012171578,0.07763233,0.035166617
20220423_134014,0.023423187,0.078777738,5.32E-05,0.007090171,-0.012171578,0.07763233,0.035166617
20220423_134015,0.023131885,0.118571155,3.22E-05,0.00313821,-0.009792617,0.076128542,0.041565116
20220423_134015,0.023131885,0.118571155,3.22E-05,0.00313821,-0.009792617,0.076128542,0.041565116
20220423_134015,0.023131885,0.118571155,3.22E-05,0.00313821,-0.009792617,0.076128542,0.041565116
20220423_134015,0.022373466,0.06744881,7.77E-05,0.005864647,-0.007761145,0.061996676,0.045458421
20220423_134015,0.022373466,0.06744881,7.77E-05,0.005864647,-0.007761145,0.061996676,0.045458421
20220423_134015,0.024910572,0.105634533,7.23E-05,0.00748076,-0.006970041,0.069662571,0.092261046
20220423_134015,0.024910572,0.105634533,7.23E-05,0.00748076,-0.006970041,0.069662571,0.092261046
20220423_134015,0.024910572,0.105634533,7.23E-05,0.00748076,-0.006970041,0.069662571,0.092261046
20220423_134015,0.021751562,0.062249023,9.20E-05,0.004950217,-0.007998007,0.05803515,0.035422046
20220423_134015,0.021751562,0.062249023,9.20E-05,0.004950217,-0.007998007,0.05803515,0.035422046
20220423_134015,0.023919528,0.119101457,3.03E-05,0.006585121,-0.006180118,0.117980681,0.050018296
20220423_134015,0.023919528,0.119101457,3.03E-05,0.006585121,-0.006180118,0.117980681,0.050018296
20220423_134015,0.023919528,0.119101457,3.03E-05,0.006585121,-0.006180118,0.117980681,0.050018296
20220423_134015,0.021984059,0.071395688,2.88E-05,0.003869455,-0.008816424,0.060451441,0.041057982
20220423_134015,0.021984059,0.071395688,2.88E-05,0.003869455,-0.008816424,0.060451441,0.041057982
20220423_134015,0.021984059,0.071395688,2.88E-05,0.003869455,-0.008816424,0.060451441,0.041057982
20220423_134015,0.023803848,0.095170312,9.32E-05,0.00755915,-0.007125712,0.081629969,0.062599815
20220423_134015,0.023803848,0.095170312,9.32E-05,0.00755915,-0.007125712,0.081629969,0.062599815
20220423_134015,0.022397438,0.06617479,8.33E-06,0.004874569,-0.009544057,0.058886956,0.036918826
20220423_134015,0.022397438,0.06617479,8.33E-06,0.004874569,-0.009544057,0.058886956,0.036918826
20220423_134016,0.022397438,0.06617479,8.33E-06,0.004874569,-0.009544057,0.058886956,0.036918826
20220423_134016,0.023533239,0.166715413,3.59E-05,0.003002256,-0.009366063,0.086492315,0.0521564
20220423_134016,0.023533239,0.166715413,3.59E-05,0.003002256,-0.009366063,0.086492315,0.0521564
20220423_134016,0.023533239,0.166715413,3.59E-05,0.003002256,-0.009366063,0.086492315,0.0521564
20220423_134016,0.020904865,0.06611608,1.96E-05,0.003538903,-0.00963415,0.060773205,0.037389629
20220423_134016,0.020904865,0.06611608,1.96E-05,0.003538903,-0.00963415,0.060773205,0.037389629
20220423_134016,0.023343189,0.147546306,0.000130697,0.003300563,-0.009909419,0.06404718,0.061849512
20220423_134016,0.023343189,0.147546306,0.000130697,0.003300563,-0.009909419,0.06404718,0.061849512
20220423_134016,0.023343189,0.147546306,0.000130697,0.003300563,-0.009909419,0.06404718,0.061849512
20220423_134016,0.023236153,0.063556783,7.53E-05,0.007262424,-0.009215215,0.057749424,0.038513783
20220423_134016,0.023236153,0.063556783,7.53E-05,0.007262424,-0.009215215,0.057749424,0.038513783
20220423_134016,0.023236153,0.063556783,7.53E-05,0.007262424,-0.009215215,0.057749424,0.038513783
20220423_134016,0.023692149,0.096145272,5.99E-05,0.006685546,-0.009176911,0.084810108,0.072341733
20220423_134016,0.023692149,0.096145272,5.99E-05,0.006685546,-0.009176911,0.084810108,0.072341733
20220423_134016,0.023692149,0.096145272,5.99E-05,0.006685546,-0.009176911,0.084810108,0.072341733
20220423_134016,0.02171409,0.068742186,8.57E-05,0.005920541,-0.008697524,0.054296158,0.034247633
20220423_134016,0.02171409,0.068742186,8.57E-05,0.005920541,-0.008697524,0.054296158,0.034247633
20220423_134016,0.02420812,0.131681412,9.19E-05,0.007683178,-0.01153418,0.125576571,0.039853584
20220423_134016,0.02420812,0.131681412,9.19E-05,0.007683178,-0.01153418,0.125576571,0.039853584
20220423_134016,0.02420812,0.131681412,9.19E-05,0.007683178,-0.01153418,0.125576571,0.039853584
20220423_134016,0.023256131,0.066459887,1.29E-05,0.006902143,-0.010741223,0.047725871,0.042826228
20220423_134017,0.023256131,0.066459887,1.29E-05,0.006902143,-0.010741223,0.047725871,0.042826228
20220423_134017,0.023256131,0.066459887,1.29E-05,0.006902143,-0.010741223,0.047725871,0.042826228
20220423_134017,0.023903813,0.103035815,9.01E-05,0.006241935,-0.009699747,0.099074423,0.046040382
20220423_134017,0.023903813,0.103035815,9.01E-05,0.006241935,-0.009699747,0.099074423,0.046040382
20220423_134017,0.023156829,0.077241123,0.000123561,0.005131381,-0.011588758,0.069330111,0.033010051
20220423_134017,0.023156829,0.077241123,0.000123561,0.005131381,-0.011588758,0.069330111,0.033010051
20220423_134017,0.023156829,0.077241123,0.000123561,0.005131381,-0.011588758,0.069330111,0.033010051
20220423_134017,0.02500239,0.19081834,0.00015159,0.006740348,-0.010508508,0.067669287,0.0454624
