time,,,,hor,,horabs,,,horabs,
20220125_154624,7.128870754,13.36790752,0.069348291,-0.34177858,7.0442357,0.7118044,7.0442357,,0.6471544,0.517268776
20220125_154625,6.948937116,12.97874737,0.049621101,-0.3563143,6.8543735,0.74518514,6.8543735,,0.68053514,0.517268776
20220125_154625,6.716482781,13.17384338,0.11031583,-0.3262979,6.6222596,0.7368893,6.6222596,,0.6722393,0.517268776
20220125_154625,6.471133698,12.51020622,0.047715031,-0.31538853,6.373773,0.7364952,6.373773,,0.6718452,0.517268776
20220125_154626,6.389537336,12.62778187,0.046759598,-0.32201028,6.287818,0.74524057,6.287818,,0.68059057,0.517268776
20220125_154626,6.297098116,12.85157299,0.059214685,-0.31353244,6.19575,0.74206555,6.19575,,0.67741555,0.517268776
20220125_154627,6.065733817,12.75112343,0.057053622,-0.30637372,5.956258,0.76956904,5.956258,,0.70491904,0.517268776
20220125_154627,5.850370748,12.68764114,0.040091433,-0.34252313,5.7270675,0.79555553,5.7270675,,0.73090553,0.517268776
20220125_154628,5.765623335,12.71134472,0.029759225,-0.31714875,5.649006,0.77331823,5.649006,,0.70866823,0.517268776
20220125_154628,5.528417484,12.43019104,0.058755912,-0.30680555,5.3960037,0.7802551,5.3960037,,0.7156051,0.517268776
20220125_154629,5.45065678,12.29123688,0.037001688,-0.28843302,5.317894,0.777445,5.317894,,0.712795,0.517268776
20220125_154629,5.349368374,12.36617661,0.028561186,-0.3165203,5.2069573,0.7970377,5.207001,,0.7323877,0.517268776
20220125_154629,5.236408285,11.92015076,0.020396227,-0.292024,5.096645,0.7791389,5.097206,,0.7144889,0.517268776
20220125_154630,5.167788712,11.6295681,0.01807322,-0.29623085,5.0213156,0.79715794,5.022457,,0.73250794,0.517268776
20220125_154630,5.050214825,11.25775337,0.032057147,-0.29058206,4.896849,0.80257076,4.8993683,,0.73792076,0.517268776
20220125_154631,4.94598529,10.92802906,0.036603652,-0.2855741,4.7892876,0.8013765,4.793321,,0.7367265,0.517268776
20220125_154631,4.8243353,10.72312832,0.03619412,-0.29391524,4.658122,0.81902903,4.6619525,,0.75437903,0.517268776
20220125_154632,4.774068349,10.78284073,0.024585901,-0.27579197,4.6038537,0.81940717,4.6104574,,0.75475717,0.517268776
20220125_154632,4.714592223,10.47203064,0.039269414,-0.28465208,4.5389867,0.832274,4.544401,,0.767624,0.755691891
20220125_154632,4.706107068,10.45388889,0.061495412,-0.28788882,4.535213,0.82293576,4.5402718,,0.75828576,0.755691891
20220125_154633,4.658493996,10.0704565,0.059963323,-0.26899895,4.483759,0.8278765,4.48813,,0.7632265,0.755691891
20220125_154633,4.677145622,10.15576839,0.024793435,-0.27334064,4.5052485,0.8166039,4.511339,,0.7519539,0.755691891
20220125_154634,4.655521329,10.23380852,0.038679536,-0.2613509,4.4840884,0.81933427,4.4887958,,0.75468427,0.755691891
20220125_154634,4.675349371,10.09632587,0.057364151,-0.2320487,4.51101,0.79952466,4.516997,,0.73487466,0.755691891
20220125_154635,4.678608209,10.0565052,0.028571611,-0.27119127,4.510686,0.8108975,4.5178466,,0.7462475,0.755691891
20220125_154635,4.697194519,10.27758503,0.04213506,-0.28698203,4.522909,0.82097137,4.5281515,,0.75632137,0.755691891
20220125_154635,4.727188927,10.5474453,0.01768492,-0.28094366,4.554043,0.82878745,4.5578,,0.76413745,0.755691891
20220125_154636,4.668998371,10.34847546,0.042713914,-0.27010396,4.492781,0.8242135,4.4989195,,0.7595635,0.755691891
20220125_154636,4.664688215,10.43593121,0.024753504,-0.26883608,4.4949584,0.82403195,4.500776,,0.75938195,0.755691891
20220125_154637,4.654794299,10.27138138,0.02136269,-0.29129043,4.48204,0.8231666,4.4886217,,0.7585166,0.755691891
20220125_154637,4.682028871,10.28845596,0.038353916,-0.2637031,4.5146785,0.8120601,4.5211215,,0.7474101,0.755691891
20220125_154638,4.706584151,10.48193932,0.02521749,-0.3007685,4.5326447,0.82929134,4.5368514,,0.76464134,0.755691891
20220125_154638,4.651284897,10.62722874,0.044095207,-0.30836636,4.4787207,0.81778455,4.484213,,0.75313455,0.755691891
20220125_154638,4.68838899,10.63536072,0.032565441,-0.2874276,4.515292,0.8327888,4.5213895,,0.7681388,0.755691891
20220125_154639,4.68696529,10.71130657,0.045578372,-0.27223507,4.5126786,0.82413363,4.51814,,0.75948363,0.755691891
20220125_154639,4.680337932,10.56045723,0.046598125,-0.2819833,4.508484,0.8129179,4.514111,,0.7482679,0.755691891
